hom1 Gm03 43867949 43869474
hom1 Vvchr5 3197070 3199170
hom2 Gm07 42319580 42320711
hom2 Vvchr5 1144680 1145755
hom3 Gm07 42347562 42350014
hom3 Vvchr5 1178875 1182753
hom4 Gm07 42352748 42357044
hom4 Vvchr5 1183937 1188336
hom5 Gm07 42385073 42386145
hom5 Vvchr5 1295957 1296900
hom6 Gm07 42389941 42390891
hom6 Vvchr5 1295957 1296900
hom7 Gm07 42398509 42399446
hom7 Vvchr5 1295957 1296900
hom8 Gm07 42409918 42410940
hom8 Vvchr5 1307369 1308279
hom9 Gm07 42415684 42416638
hom9 Vvchr5 1312475 1313977
hom10 Gm07 42416949 42429012
hom10 Vvchr5 1314896 1338433
hom11 Gm07 42441206 42447727
hom11 Vvchr5 1400042 1407785
hom12 Gm07 42463063 42466332
hom12 Vvchr5 1424963 1428963
hom13 Gm07 42474139 42474672
hom13 Vvchr5 1458292 1459032
hom14 Gm07 42486144 42489524
hom14 Vvchr5 1469777 1472603
hom15 Gm07 42491103 42492713
hom15 Vvchr5 1475051 1476875
hom16 Gm07 42534011 42538092
hom16 Vvchr5 1575485 1580625
hom17 Gm07 42539195 42543215
hom17 Vvchr5 1602118 1614345
hom18 Gm07 42554320 42555760
hom18 Vvchr5 1620965 1622613
hom19 Gm07 42564799 42565537
hom19 Vvchr5 1646055 1646805
hom20 Gm07 42574512 42581568
hom20 Vvchr5 1683017 1690188
hom21 Gm07 42586571 42587197
hom21 Vvchr5 1683017 1690188
hom22 Gm07 42600852 42602912
hom22 Vvchr5 1791770 1793585
hom23 Gm07 42622903 42630830
hom23 Vvchr5 2962423 2970890
hom24 Gm07 42636285 42643113
hom24 Vvchr5 2972087 2979785
hom25 Gm07 42644917 42646838
hom25 Vvchr5 20260089 20261162
hom26 Gm07 42648171 42654134
hom26 Vvchr5 2993281 2998576
hom27 Gm07 42656086 42658211
hom27 Vvchr5 3006672 3013146
hom28 Gm07 42659168 42667336
hom28 Vvchr5 3203018 3217695
hom29 Gm07 42681955 42682821
hom29 Vvchr5 3179044 3181240
hom30 Gm07 42689916 42693686
hom30 Vvchr5 3167517 3178049
hom31 Gm07 42696778 42701368
hom31 Vvchr5 3160876 3165959
hom32 Gm07 42722672 42725498
hom32 Vvchr5 3146999 3150745
hom33 Gm07 42729419 42730039
hom33 Vvchr5 3139279 3139844
hom34 Gm07 42798218 42799751
hom34 Vvchr5 3023194 3024895
hom35 Gm09 3256409 3259524
hom35 Vvchr5 1135154 1141477
hom36 Gm09 3264053 3266372
hom36 Vvchr5 1144680 1145755
hom37 Gm09 3290206 3292596
hom37 Vvchr5 1178875 1182753
hom38 Gm09 3294458 3298205
hom38 Vvchr5 1183937 1188336
hom39 Gm09 3324069 3325408
